DATE,COUNTRY,REVENUE_NET_USD_TOTAL,AD_COST_USD_CRITEO_PROSPECTING,AD_COST_USD_CRITEO_REMARKETING,AD_COST_USD_EMAIL,AD_COST_USD_FACEBOOK_ASC,AD_COST_USD_FACEBOOK_PROSP,AD_COST_USD_FACEBOOK_REMARKETING,AD_COST_USD_FACEBOOK_RETENTION,AD_COST_USD_GOOGLE_REMARKETING,AD_COST_USD_PAID_DISPLAY,AD_COST_USD_SEARCH_BRAND,AD_COST_USD_SEARCH_NON_BRAND,AD_COST_USD_SEARCH_PMAX,AD_COST_USD_SEARCH_SHOPPING,AD_IMPRESSIONS_CRITEO_PROSPECTING,AD_IMPRESSIONS_CRITEO_REMARKETING,EMAIL_OPEN,AD_IMPRESSIONS_FACEBOOK_ASC,AD_IMPRESSIONS_FACEBOOK_PROSP,AD_CLICKS_FACEBOOK_REMARKETING,AD_CLICKS_FACEBOOK_RETENTION,AD_CLICKS_GOOGLE_REMARKETING,AD_CLICKS_SEARCH_BRAND,AD_IMPRESSIONS_SEARCH_NON_BRAND,AD_IMPRESSIONS_SEARCH_PMAX,AD_IMPRESSIONS_SEARCH_SHOPPING,SESSIONS_ORGANIC
2022-08-27,US,90221,1122,381,414,0,462,0,0,0,0,4218,9592,0,7178,2255672,90355,38940,0,50369,0,0,0,866,143588,0,525476,3520
2022-08-28,US,72341,1946,737,318,0,506,0,0,0,0,4218,9656,0,7212,3186274,157676,26277,0,47900,0,0,0,788,140618,0,522944,3846
2022-08-29,US,526643,1592,2602,2022,0,0,0,0,0,0,1722,32320,0,860,2055510,595434,198518,0,0,0,0,0,756,280084,0,156348,10620
2022-08-30,US,593178,2542,2154,1874,0,483,0,0,0,0,2352,34286,0,636,2255528,545002,201874,0,51511,0,0,0,804,337894,0,121440,7390
2022-08-31,US,607903,1742,1846,2194,0,0,0,0,0,0,2092,35242,0,754,1359862,476970,208317,0,0,0,0,0,830,316236,0,137808,7460
2022-09-01,US,632159,2124,1460,1238,0,942,0,0,0,0,1822,29998,0,764,1390648,358334,202515,0,88786,0,0,0,724,288684,0,149926,7024
2022-09-02,US,517025,1902,1476,1162,0,930,0,0,0,0,1838,26210,0,614,1240078,367334,191012,0,95966,0,0,0,598,252222,0,109940,6124
2022-09-03,US,78872,1282,898,282,0,459,0,0,0,0,950,12758,0,788,1193096,210004,34724,0,41290,0,0,0,250,183036,0,98960,3658
2022-09-04,US,65698,980,1616,224,0,0,0,0,0,0,698,13636,0,798,1433241,336024,23043,0,0,0,0,0,202,214326,0,114446,3878
2022-09-05,US,112925,2948,2398,982,0,998,0,0,0,0,824,18020,0,1414,4177542,479302,175938,0,96556,0,0,0,326,281890,0,146682,7490
2022-09-06,US,674870,3174,2614,1394,0,970,0,0,0,0,14224,22724,9176,12408,3150298,578188,213212,0,90764,0,0,0,2820,244230,463394,802988,11518
2022-09-07,US,691956,1886,1750,1580,0,0,0,0,0,0,12194,24384,4512,8044,1321946,431494,216869,0,0,0,0,0,2758,203174,175216,565378,7972
2022-09-08,US,676037,2446,1590,1238,0,862,0,0,0,0,12188,30352,5886,9384,1922682,411400,210036,0,80974,0,0,0,2584,258268,266924,667588,11844
2022-09-09,US,596211,1996,1640,1162,0,0,0,0,0,0,10576,19540,4087,6434,2321240,426264,205452,0,0,0,0,0,2304,264902,235268,475900,8356
2022-09-10,US,92988,0,594,282,0,485,0,0,0,0,3104,9346,3452,6244,0,152102,38999,0,31051,0,0,0,1000,152586,208502,431738,4076
2024-11-16,US,145996,256,2830,1174,0,17910,0,0,0,0,3876,34368,882,34060,88834,248662,278698,0,982310,0,0,0,642,123686,67723,1082230,1890
2024-11-17,US,113067,104,1403,796,0,19340,0,0,0,0,3600,33208,1158,33570,69895,129622,113551,0,897222,0,0,0,560,134708,77807,1143728,2060
2024-11-18,US,619650,482,4518,2366,0,19218,0,0,0,0,12866,81432,1794,65440,160760,583220,470862,0,1025812,0,0,0,1516,197272,94634,1971940,4128
2024-11-19,US,773511,0,3746,2456,0,19032,0,0,0,0,12756,80966,0,76940,0,604804,474305,0,1004368,0,0,0,1682,200488,0,2273598,4334
2024-11-20,US,721368,390,2114,2592,0,18150,0,0,0,0,14896,81486,1008,82438,105496,274524,484717,0,878954,0,0,0,1586,192582,31952,2640540,4850
2024-11-21,US,688497,1088,3928,1900,0,20568,0,0,0,0,13846,74834,1060,81904,271782,489956,489657,0,1016872,0,0,0,1618,181242,32999,2731292,4046
2024-11-22,US,599887,530,1840,2258,0,19844,0,0,0,0,11668,62602,863,78262,118428,202832,467606,0,912498,0,0,0,1380,149506,32726,2465958,3374
2024-11-23,US,212535,0,2464,1088,0,20044,23,0,0,0,4586,32448,729,52784,0,189780,279541,0,962942,5,0,0,608,104556,36247,1770542,1666
2024-11-24,US,83416,0,2314,892,0,22226,0,0,0,0,3214,27620,0,45880,0,178030,118385,0,1043142,0,0,0,536,95874,0,1719562,2042
2024-11-25,US,634623,1830,4174,2664,0,26522,0,0,0,0,12794,64070,0,75310,406622,593210,476300,0,1187972,0,0,0,1502,167474,0,2564288,3872
2024-11-26,US,629893,922,2034,2744,0,29014,0,0,0,0,11036,57320,976,79002,201617,263023,489327,0,1313704,0,0,0,1292,144268,31695,2512032,3800
2024-11-27,US,606096,1532,2031,2940,0,28986,0,0,0,0,8500,45606,758,67504,330004,233480,649993,0,1350364,0,0,0,974,114396,29004,2216392,3560
2024-11-28,US,111512,0,2720,3478,0,29530,0,0,0,0,2236,19890,0,30786,0,194094,305926,0,1406544,0,0,0,370,69744,0,1200362,2276
2024-11-29,US,373228,824,4114,2418,0,27976,0,0,0,0,5658,33832,2222,51244,110947,368276,434923,0,1159020,0,0,0,732,103754,61070,1706652,2716
2024-11-30,US,132945,0,3150,726,0,26044,162,0,0,0,3042,27214,888,47580,0,275646,298297,0,979900,70,0,0,452,94610,39535,1537604,1902
2024-12-01,US,104784,0,1426,952,0,30110,122,0,0,0,3002,35372,979,55922,0,121941,294781,0,1178256,66,0,0,470,106548,47534,1730316,2146
2024-12-02,US,671988,2104,2199,2826,0,30098,0,0,0,0,15178,90388,1105,111080,317070,301943,532104,0,1154620,0,0,0,1560,190154,36269,2884826,4126
2024-12-03,US,761398,801,4070,2964,0,27246,0,0,0,0,12876,86268,1970,121458,152702,674048,498794,0,1076056,0,0,0,1382,193462,79428,3221660,4324
2024-12-04,US,675888,707,3494,2790,0,25704,0,0,0,0,12690,86780,2148,113200,152745,611924,501795,0,1135506,0,0,0,1304,198558,75318,3006090,4204
2024-12-05,US,666904,936,1966,5674,0,25972,0,0,0,0,11904,96552,1066,109938,212214,347855,491315,0,1245072,0,0,0,1376,205036,37070,3258138,3952
2024-12-06,US,508886,600,4012,2562,0,26128,88,0,0,0,9470,69252,836,97142,137040,648412,475527,0,1229914,31,0,0,1210,175970,28061,3050132,3448
2024-12-07,US,126044,0,2662,766,0,22444,71,0,0,0,3036,35728,903,55282,0,280054,281594,0,1016084,34,0,0,574,125792,42271,2033904,1874
2024-12-08,US,78713,146,2912,778,0,27104,121,0,0,0,3618,29858,0,54152,24798,326374,274388,0,1269092,59,0,0,628,120080,0,2181250,2082
2024-12-09,US,475571,1386,4400,2314,0,26504,124,0,0,0,9378,50934,1168,66530,406756,750574,499160,0,1306382,54,0,0,1260,131904,41628,2387640,4044
2024-12-10,US,487085,1134,4040,2426,0,7036,0,0,0,0,9364,39198,2200,33896,369988,926382,496349,0,284530,0,0,0,1336,95076,68800,1093320,3872
2024-12-11,US,526226,0,2095,2284,0,6998,0,0,0,0,8634,37936,858,34022,0,378949,489585,0,306882,0,0,0,1220,94588,24463,1205656,3878
2024-12-12,US,444046,0,3272,4644,0,6556,0,0,0,0,8274,34204,963,30614,0,656584,490844,0,308252,0,0,0,1180,70816,27548,942676,3480
2024-12-13,US,333315,0,1972,2098,0,6232,0,0,0,0,6772,30200,1055,17134,0,315534,458284,0,301588,0,0,0,924,68916,28522,658674,2796
2024-12-14,US,74288,0,2808,626,0,2500,42,0,0,0,2678,16452,740,15618,0,292328,114358,0,114593,33,0,0,432,50074,26453,553776,1656
2024-12-15,US,18638,0,0,720,0,6356,0,0,0,0,4762,20792,0,14952,0,0,73513,0,288928,0,0,0,874,52048,0,499826,789
2024-12-16,US,338273,0,1152,2138,0,2795,0,0,0,0,7876,36472,0,17138,0,237919,451668,0,127733,0,0,0,1118,76908,0,664890,2422
2024-12-17,US,328116,0,4146,2242,0,5376,0,0,0,0,7680,32028,0,17594,0,957504,461580,0,232022,0,0,0,1146,70670,0,659582,3332
2024-12-18,US,329771,0,1571,2110,0,4888,38,0,0,0,7028,30176,969,17226,0,391712,489597,0,212476,27,0,0,1062,65366,27873,688070,3170
2024-12-19,US,296106,0,3066,4290,0,3394,0,0,0,0,6768,26654,1768,14982,0,682470,468206,0,140436,0,0,0,1066,59946,48270,593648,3234
2024-12-20,US,216174,0,1416,1938,0,1726,0,0,0,0,7192,22508,0,12564,0,273707,451723,0,73128,0,0,0,870,48258,0,547388,2498
2024-12-21,US,44690,0,907,578,0,1550,0,0,0,0,1924,9318,0,10996,0,123683,110207,0,65230,0,0,0,364,35746,0,560560,1722
2022-10-17,US,660458,5308,3928,1332,0,1002,0,0,0,0,16252,31238,0,52454,3607874,618502,194431,0,97514,0,0,0,2780,543492,0,1863216,7784
2022-10-18,US,761652,3912,3650,1344,0,968,0,0,0,0,15632,31940,0,57974,2900710,629026,185756,0,69640,0,0,0,2880,522224,0,1954504,8250
2022-10-19,US,761900,3672,1242,1576,0,948,0,0,0,0,16978,32242,0,59574,2612614,224872,,0,61576,0,0,0,3006,547252,0,2075832,8508
2022-10-20,US,748126,3122,2348,1314,0,470,0,0,0,0,23852,39562,0,55082,2031044,416546,219427,0,28806,0,0,0,4074,567562,0,1977644,7846
2022-10-21,US,688584,3294,2166,1440,0,465,0,0,0,0,11334,30432,0,41048,2316844,392350,204189,0,27957,0,0,0,2494,444876,0,1634514,12376
2022-10-22,US,114868,1624,704,360,0,936,0,0,0,0,3028,18006,0,28456,1761046,126613,36674,0,63122,0,0,0,910,241024,0,1516106,7640
2022-10-23,US,84465,1824,2672,220,0,513,0,0,0,0,2608,17450,0,28132,1944192,465942,28794,0,34800,0,0,0,954,241870,0,1527498,4168
2022-10-24,US,738747,5744,4536,1332,0,499,0,0,0,0,23804,36992,0,64356,4293216,782320,211851,0,48288,0,0,0,4630,593414,0,2243274,7186
2022-10-25,US,746640,2451,4272,1344,0,483,0,0,0,0,14044,33022,0,68790,1748324,778958,208646,0,36329,0,0,0,3038,597648,0,2459522,7920
2022-10-26,US,724618,3692,2756,1576,0,950,0,0,0,0,13492,33638,0,66480,2197682,566966,210668,0,52918,0,0,0,2884,561048,0,2330348,12608
2022-10-27,US,808916,3962,1571,1314,0,0,0,0,0,0,24684,35138,0,64644,2141192,303173,215031,0,0,0,0,0,5014,543864,0,2205100,8030
2022-10-28,US,654142,4308,3508,1440,0,465,0,0,0,0,10302,27774,0,47436,2282886,641634,205926,0,29352,0,0,0,2154,453348,0,1956590,9636
2022-10-29,US,112980,2246,2138,360,0,458,0,0,0,0,3884,16238,0,30370,1442192,384644,40402,0,28173,0,0,0,1008,234932,0,1566840,3686
2022-10-30,US,91593,3196,2906,110,0,498,0,0,0,0,5166,15016,0,32708,2407436,524032,28706,0,33431,0,0,0,1134,240344,0,1719132,3836
2022-10-31,US,657494,6068,5398,306,0,1006,0,0,0,0,14102,32698,0,56928,4221658,933106,200934,0,84852,0,0,0,2522,560706,0,2058502,6548
2022-11-01,US,793549,4946,5306,1514,0,964,0,0,0,0,15702,35526,0,70466,2811528,1077534,217734,0,78916,0,0,0,2730,615996,0,2473534,7576
2022-11-02,US,596144,3874,3448,1324,0,473,0,0,0,0,22954,45328,0,71212,1824188,697154,223563,0,32534,0,0,0,4364,661798,0,2606078,7990
2022-11-03,US,771945,2461,4540,1262,0,0,0,0,0,0,14742,44430,0,58952,982120,917304,212455,0,0,0,0,0,2848,665492,0,2302888,7852
2022-11-04,US,862184,3652,3430,1078,0,463,0,0,0,0,13506,34502,0,47466,1291352,721410,214129,0,30416,0,0,0,2544,548970,0,1932170,6416
2022-11-05,US,178609,2340,1814,458,0,472,0,0,0,0,4000,21080,0,35790,710106,367126,40129,0,26444,0,0,0,1172,295688,0,1819246,3982
2022-11-06,US,105625,2924,2522,358,0,0,0,0,0,0,4134,22046,0,35008,1257022,478260,27844,0,0,0,0,0,1056,252256,0,1884582,4640
2022-11-07,US,769307,6116,2782,1200,0,497,0,0,0,0,18818,38996,0,65050,2194102,472177,207091,0,31463,0,0,0,2762,609594,0,2238862,7588
2022-11-08,US,774084,5638,5210,1514,0,479,0,0,0,0,16986,39200,0,65580,1882108,975374,215335,0,34629,0,0,0,2902,546516,0,2166544,7642
2022-11-09,US,798278,3426,3704,1324,0,932,0,0,0,0,20770,37316,0,60308,1389198,765472,215091,0,67826,0,0,0,3346,534312,0,2090310,7854
2022-11-10,US,741180,4298,4232,1262,0,934,0,0,0,0,16600,38470,0,62150,2574518,808914,209590,0,62802,0,0,0,3064,530920,0,2108388,7496
2022-11-11,US,592384,4568,4580,1078,0,934,0,0,0,0,13814,40704,0,72550,2607838,796028,208618,0,55124,0,0,0,2448,481686,0,2349566,5852
2022-11-12,US,134235,2828,2454,458,0,467,0,0,0,0,4738,22890,0,47366,1659050,428300,40006,0,29003,0,0,0,1194,308230,0,2038284,4050
2022-11-13,US,117085,1716,3270,358,0,0,0,0,0,0,3912,21498,0,33750,1175013,545022,27440,0,0,0,0,0,1070,305958,0,1743412,4434
2022-11-14,US,794616,6830,3285,1200,0,0,0,0,0,0,17624,43784,0,62940,3679816,501278,207102,0,0,0,0,0,2898,663778,0,2131880,8070
2022-11-15,US,806152,5560,5762,1514,0,482,0,0,0,0,15466,48350,0,75814,1695018,1013378,218493,0,26710,0,0,0,3084,677022,0,2423506,8082
2022-11-16,US,314956,2172,2035,1324,0,0,0,0,0,0,19450,52530,0,84698,683398,369005,220632,0,0,0,0,0,3376,627672,0,2673468,7680
2022-11-17,US,1196056,4490,4222,1262,0,0,0,0,0,0,16274,49464,0,87170,1420836,729466,231533,0,0,0,0,0,2986,640028,0,2570072,7638
2022-11-18,US,654722,4044,4268,1078,0,932,0,0,0,0,13018,37282,0,54360,2797632,735040,227018,0,53250,0,0,0,2344,556614,0,1995454,6298
2022-11-19,US,129307,1702,3018,458,0,467,0,0,0,0,3234,19204,0,39916,1456710,486012,48595,0,23215,0,0,0,982,273014,0,1788588,4154
2022-11-20,US,91980,2048,3870,358,0,0,0,0,0,0,2646,19002,0,36520,2126315,599728,36448,0,0,0,0,0,854,277990,0,1725346,4272
2022-11-21,US,617005,7722,7982,1200,0,0,0,0,0,0,14126,41000,0,77346,5734976,1087368,206413,0,0,0,0,0,2464,593402,0,2640318,7216
2024-04-13,US,97236,309,2864,424,1270,640,0,0,0,0,6112,25256,2026,17640,69062,357378,100429,48822,35454,0,0,0,1030,86030,82840,750064,2338
2024-04-14,US,80750,662,1445,362,1392,686,740,0,0,0,6918,22102,0,17966,168814,172565,71167,52154,41221,212,0,0,1134,80320,0,733312,2452
2024-04-15,US,535995,1254,4366,1356,667,1328,714,0,0,0,24908,49730,1021,33618,334468,845792,378952,59566,126764,293,0,0,2540,124390,38273,1104502,5102
2024-04-16,US,687254,318,3900,1872,1310,1278,657,0,0,0,22990,53816,964,35038,87905,754052,394255,130540,118722,234,0,0,1984,130660,41545,1099428,5896
2024-04-17,US,608101,0,4230,1330,1268,638,0,0,0,0,15216,49364,1068,34838,0,751792,424330,126514,66236,0,0,0,1658,126332,44629,1126534,5484
2024-04-18,US,612098,442,4258,1882,1262,634,689,253,0,0,14818,46358,919,33956,122935,685494,394980,120108,59955,288,64,0,1534,123564,47187,1151130,5600
2024-04-19,US,499750,335,3888,1174,1266,639,0,0,0,0,10422,37068,2160,29544,92555,560884,366329,114384,66775,0,0,0,1242,106090,83084,1007738,4870
2024-04-20,US,84570,120,1438,424,633,1300,0,0,0,0,3934,21028,0,16814,29824,153635,84015,56264,136862,0,0,0,640,84424,0,783604,2356
2024-04-21,US,63864,0,3208,362,1384,688,743,267,0,0,3684,20336,2136,20374,0,361136,60593,113944,69958,721,108,0,558,87798,97314,792440,2672
2024-04-22,US,528374,0,4486,1356,1308,1330,0,0,0,0,13504,39960,0,34124,0,728420,365258,105444,141704,0,0,0,1596,113832,0,967230,5234
2024-04-23,US,640467,1206,1327,1872,0,646,0,0,0,0,14570,42472,0,36964,304228,244834,406265,0,62788,0,0,0,1598,103518,0,1068734,5418
2024-04-24,US,687245,492,3262,1330,0,1278,0,227,0,0,14328,39934,1089,35424,134176,753418,393407,0,124842,0,59,0,1592,89820,55805,1040896,5544
2024-04-25,US,617164,574,4154,1882,640,1272,1360,248,0,0,15746,38602,1031,33516,188637,942280,432246,37322,115320,606,82,0,1646,91824,45298,1056374,5248
2024-04-26,US,527616,1256,4212,1174,0,1268,686,0,0,0,12010,31362,2018,26658,366570,825644,423533,0,111280,333,0,0,1262,81096,96656,858508,4552
2024-04-27,US,125607,592,2390,424,1278,1284,695,0,0,0,3644,17844,1354,18344,164416,358762,91210,68856,106066,422,0,0,588,62760,75906,709082,2506
2024-04-28,US,87754,0,1247,362,1386,688,740,266,0,0,3750,15810,1752,18790,0,178167,59954,75946,64351,531,214,0,592,62968,89712,704288,2640
2024-04-29,US,522817,623,4460,1356,672,1332,720,0,0,0,15098,39214,911,33840,156053,748170,416265,36316,110320,317,0,0,1558,106038,48935,945994,5476
2024-04-30,US,707862,488,3524,1872,647,645,695,0,0,0,16242,42340,1042,48436,128718,707176,435463,34213,52304,263,0,0,1618,106720,50547,1364284,5994
2024-05-01,US,596150,302,4224,1414,0,1284,691,0,0,0,15850,45440,1106,48526,94052,772508,417710,0,109508,380,0,0,1726,119060,56097,1328632,5694
2024-05-02,US,635043,1254,4250,1736,0,348,693,0,0,0,14276,41118,2134,40274,315076,697464,386802,0,26598,336,0,0,1458,103680,106268,1201152,5640
2024-05-03,US,570909,998,3900,1256,693,439,0,0,0,0,11486,37370,1100,33516,322384,583392,372210,23467,18476,0,0,0,1318,82234,49628,1207122,4704
2024-05-04,US,84243,0,1365,428,692,396,0,0,0,0,3070,17096,979,23256,0,131653,81095,24710,14420,0,0,0,544,60896,51485,1011870,2664
2024-05-05,US,69338,0,2756,342,718,429,0,0,0,0,3212,17380,1237,22490,0,255902,56357,30172,13816,0,0,0,512,64038,62119,951162,2876
2024-05-06,US,460367,627,4346,1292,1412,421,0,948,0,0,12322,39080,1033,40020,169416,697448,378294,74558,16011,0,200,0,1510,98540,39873,1295148,5358
2024-05-07,US,553495,288,3866,1788,1350,404,0,914,0,0,12606,42284,0,38554,96337,687688,376867,71676,17054,0,186,0,1444,102338,0,1224506,5674
2024-05-08,US,603277,344,4194,1414,679,408,0,1844,0,0,14264,41514,0,36394,103084,679752,391463,37750,16064,0,358,0,1542,97544,0,1053444,5348
2024-05-09,US,594783,495,4242,1736,675,398,0,0,0,0,12416,38634,903,29794,141878,659318,380116,39178,18210,0,0,0,1468,89048,42297,973556,5288
2024-05-10,US,517313,597,3756,1256,1340,397,0,930,0,0,9588,28918,866,23984,152419,518316,372183,85658,18148,0,200,0,1200,78788,46082,834372,4528
2024-05-11,US,80633,0,2794,428,679,382,0,0,0,0,2984,16024,955,16714,0,263276,76876,43196,17080,0,0,0,530,58024,55709,699936,2422
2024-05-12,US,47599,137,1550,342,0,0,0,1009,0,0,1786,12902,901,16522,32398,154283,49715,0,0,0,407,0,358,51720,55575,692096,2630
2024-05-13,US,492660,1276,4364,1292,691,0,0,963,0,0,11296,39262,2332,31136,334334,653552,369538,33953,0,0,166,0,1318,90454,140332,1038058,5084
2024-05-14,US,579206,1084,3560,1788,1344,413,0,0,0,0,12452,43064,2154,35094,282418,590636,386495,56940,17389,0,0,0,1530,97622,103830,1128142,5620
2024-05-15,US,595795,694,4144,1414,651,400,0,0,0,0,12190,48360,2010,31432,181696,676242,384224,25637,15866,0,0,0,1466,103592,97340,1004070,5222
2024-05-16,US,584162,411,4280,1736,665,393,0,0,0,0,13118,47880,922,27908,102918,645342,371655,25162,14207,0,0,0,1464,130870,50641,1001320,4654
2024-05-17,US,451900,399,3378,1256,0,1544,0,0,0,0,9298,36598,956,25312,108780,452990,353336,0,54476,0,0,0,1108,116136,50605,986846,4046
2024-05-18,US,74053,338,1292,428,1376,2332,0,0,0,0,3652,19926,1882,17800,88228,117624,75577,54792,86980,0,0,0,610,92694,100392,792888,2252
2023-04-16,US,81640,1099,3796,260,0,0,0,0,0,0,2440,24052,0,45762,286192,745666,34708,0,0,0,0,0,838,308824,0,2132990,3740
2023-04-17,US,577874,2658,4948,1546,0,574,0,0,0,0,14700,53958,0,81218,684978,944924,194689,0,57602,0,0,0,2262,610442,0,2896114,10658
2023-04-18,US,688336,2966,5884,1790,0,280,0,0,0,0,18556,63232,0,88822,773414,1164036,222328,0,29621,0,0,0,2716,608014,0,2854274,7036
2023-04-19,US,671628,2742,2399,2252,0,552,0,0,0,0,16852,62484,0,91422,725412,486787,221302,0,58894,0,0,0,3020,555586,0,2792294,6954
2023-04-20,US,616162,2370,4312,1450,0,272,0,0,0,0,14404,54346,0,114570,685108,912864,223813,0,29620,0,0,0,2358,490694,0,3506172,6510
2023-04-21,US,510166,2268,3960,1380,0,273,0,0,0,0,10960,39934,0,70014,624282,811040,217940,0,29815,0,0,0,1794,437612,0,2546162,5582
2023-04-22,US,96800,760,2718,368,0,542,0,0,0,0,1968,19678,0,43826,187106,528636,48187,0,55544,0,0,0,758,216362,0,2377834,3708
2023-04-23,US,83058,2150,3436,260,0,280,0,0,0,0,1976,21612,0,43488,549354,654600,37551,0,20530,0,0,0,718,226784,0,1984522,3992
2023-04-24,US,591607,2796,5014,1546,0,0,0,0,0,0,14838,45458,0,75164,693194,915152,211042,0,0,0,0,0,2284,474048,0,2495828,6596
2023-04-25,US,684354,2856,5344,1790,0,0,0,0,0,0,15856,49558,0,74462,781438,1037768,220439,0,0,0,0,0,2500,354734,0,2616940,7278
2023-04-26,US,664591,1188,4542,2252,0,279,0,0,0,0,14348,45060,0,75614,319251,920538,223674,0,28685,0,0,0,2272,321908,0,2687450,7206
2023-04-27,US,599578,2656,4528,1450,0,274,0,0,0,0,13632,37380,0,64748,778360,932598,225333,0,29053,0,0,0,2096,278328,0,2499308,6900
2023-04-28,US,478217,2244,3994,1380,0,273,0,0,0,0,11444,29270,0,55806,617782,807220,213354,0,29300,0,0,0,1562,253036,0,2179912,5504
2023-04-29,US,94379,1658,1337,368,0,277,0,0,0,0,2720,16318,0,33936,441674,265739,47121,0,27282,0,0,0,818,172210,0,1686624,3332
2023-04-30,US,92930,1146,3942,260,0,298,0,0,0,0,2334,18088,0,43194,347967,758114,35190,0,30932,0,0,0,796,175624,0,1966238,3758
2023-05-01,US,524330,2738,5102,1328,0,286,0,0,0,0,11542,37570,0,66038,850456,998226,213885,0,32310,0,0,0,1988,303478,0,2446144,6140
2023-05-02,US,589742,2874,5490,1768,0,562,0,0,0,0,13962,38206,0,75810,889816,1123476,223700,0,58010,0,0,0,2210,353564,0,2731676,6452
2023-05-03,US,674756,2706,4680,1660,0,0,0,0,0,0,14642,48018,0,79000,799106,1001046,234843,0,0,0,0,0,2170,416138,0,2724050,10012
2023-05-04,US,515816,1151,2096,1650,0,544,0,0,0,0,12792,42382,0,75258,332561,468678,224769,0,55446,0,0,0,2036,432796,0,2551664,5470
2023-05-05,US,559428,2268,4196,1144,0,546,0,0,0,0,10110,37874,0,62654,641478,925190,218165,0,56696,0,0,0,1742,371864,0,2164894,4554
2023-05-06,US,99453,1716,2772,340,0,0,0,0,0,0,2316,18072,0,34270,410288,540622,46036,0,0,0,0,0,684,220636,0,1586290,2964
2023-05-07,US,73168,2042,3476,278,0,298,0,0,0,0,2024,18126,0,29430,554390,668386,33600,0,28645,0,0,0,710,223406,0,1480232,3244
2023-05-08,US,531382,2910,5322,1328,0,572,0,0,0,0,20950,42072,0,55094,882336,1053210,208054,0,59568,0,0,0,3008,451714,0,2155052,5736
2023-05-09,US,648507,1481,5706,1768,0,279,0,0,0,0,12786,45562,0,70530,454411,1205442,213951,0,27069,0,0,0,2304,375838,0,2843658,9642
2023-05-10,US,650498,2392,4186,1660,0,275,0,0,0,0,10562,44610,0,65482,623798,877862,216824,0,24901,0,0,0,2072,354246,0,2230052,5956
2023-05-11,US,615142,2418,4172,1650,0,273,0,0,0,0,12168,46884,0,61454,658412,965158,,0,26486,0,0,0,2220,327112,0,2062888,5858
2023-05-12,US,533489,2012,3610,1144,0,273,0,0,0,0,9744,32628,0,59312,454144,864202,210551,0,26378,0,0,0,2096,390316,0,2059946,4744
2023-05-13,US,86399,734,1067,340,0,0,0,0,0,0,2348,14364,0,33704,170129,268298,38100,0,0,0,0,0,722,148092,0,1785726,3846
2023-05-14,US,58653,828,2834,278,0,299,0,0,0,0,1286,11372,0,32696,205115,676710,32358,0,30804,0,0,0,500,129418,0,1554374,2928
2023-05-15,US,562440,2880,4788,1328,0,288,0,0,0,0,9042,33118,0,69362,675578,1086628,212328,0,31491,0,0,0,1876,307196,0,2154306,5464
2023-05-16,US,661799,2858,5106,1768,0,280,0,0,0,0,20256,38764,0,61368,718998,1413468,236113,0,28974,0,0,0,3300,351942,0,2114454,6234
2023-05-17,US,591878,2290,1917,1660,0,275,0,0,0,0,14616,40030,0,63754,583424,546609,216687,0,26771,0,0,0,2232,359882,0,2212684,7928
2023-05-18,US,595633,2320,4000,1650,0,546,0,0,0,0,12178,36770,0,66372,554956,1105134,221774,0,51148,0,0,0,2056,335148,0,2293844,5598
2023-05-19,US,535027,2114,3662,1144,0,256,0,0,0,0,8424,32602,0,46438,472398,939424,216238,0,28132,0,0,0,1476,260836,0,1825838,6970
2023-05-20,US,67419,1352,2330,340,0,290,0,0,0,0,2128,14882,0,30970,259774,549428,44405,0,28146,0,0,0,714,154450,0,1330124,3614
2023-05-22,US,535202,2556,4466,1328,0,280,0,0,0,0,11676,37324,0,50842,492662,995664,208735,0,30800,0,0,0,1856,389166,0,1709140,8220
2024-03-08,US,522103,646,3060,1474,968,0,0,0,0,0,11140,43650,731,35736,282394,744870,477891,66784,0,0,0,0,1468,108590,29894,1077114,5110
2024-03-09,US,126114,460,1241,456,1032,524,0,0,0,0,4046,22662,0,25506,218833,201109,282302,59252,41598,0,0,0,796,77430,0,945924,2838
2024-03-10,US,78813,0,3134,360,534,531,529,0,0,0,3218,20184,1554,23492,0,526592,109002,36152,42528,289,0,0,670,69340,67560,900182,2866
2024-03-11,US,540053,1204,3750,1654,526,486,1006,0,0,0,12036,49342,0,48186,286073,947174,471735,43198,44705,346,0,0,1592,109546,0,1173084,5258
2024-03-12,US,649731,626,4056,1506,499,0,0,0,0,0,12028,54546,1792,43978,310678,1018118,488655,44320,0,0,0,0,1680,111406,63222,1178986,5228
2024-03-13,US,600992,0,4290,1358,988,1304,0,0,0,0,12870,45874,916,45332,0,1037378,486906,72860,101950,0,0,0,1734,100160,35209,1285200,5316
2024-03-14,US,579204,1046,4164,1824,964,1280,0,0,0,0,11896,46522,1582,43306,390180,995564,485424,63900,109090,0,0,0,1700,98040,70926,1216678,5516
2024-03-15,US,499389,950,4264,1474,958,640,487,0,0,0,10200,41190,2400,35368,371830,950294,471869,58662,56526,171,0,0,1390,87832,72028,1062214,4926
2024-03-16,US,108414,340,3240,456,972,1308,0,0,0,0,4170,20298,718,20792,130266,615716,271616,51742,116594,0,0,0,714,62918,33968,790060,2828
2024-03-17,US,113564,0,3374,360,529,683,525,0,0,0,3318,17990,729,21350,0,664334,113663,30418,68129,373,0,0,716,65282,35859,820042,3008
